;date;time;consumption_w;generation_w;temperature_c;humidity_perc;radiation_Wm_2;power_w_zone_1_hvac1;power_w_zone_1_hvac2;power_w_zone_1_hvac3;power_w_zone_1_light;power_w_zone_1_sockets;power_w_zone_2_hvac1;power_w_zone_2_hvac2;power_w_zone_2_light;power_w_zone_2_sockets;power_w_zone_3_hvac1;power_w_zone_3_hvac2;power_w_zone_3_hvac3;power_w_zone_3_light;power_w_zone_3_sockets;power_w_zone_4_hvac;power_w_zone_4_light;power_w_zone_4_sockets;power_w_zone_5_hvac;power_w_zone_5_light;power_w_zone_5_sockets;power_w_hvac;power_w_light;power_w_socket;isoweekday;period_of_day
595;2019-01-03;01:40:00;2250;0;9.5;72.0;0.0;4;0;0;0;466;0;170;0;853;0;0;0;0;344;11;0;169;0;0;233;185;0;2065;4;1
596;2019-01-03;01:45:00;2950;0;9.4;73.0;0.0;8;0;0;0;464;0;865;0;845;0;0;0;0;350;10;0;173;0;0;235;883;0;2067;4;1
597;2019-01-03;01:50:00;2241;0;9.5;72.0;0.0;7;0;0;0;465;0;170;0;840;0;0;0;0;344;11;0;170;0;0;234;188;0;2053;4;1
598;2019-01-03;01:55:00;2253;0;9.6;72.0;0.0;9;0;0;0;467;0;173;0;840;0;0;0;0;350;11;0;171;0;0;232;193;0;2060;4;1
599;2019-01-03;02:00:00;2787;0;9.7;71.0;0.0;6;0;0;0;465;0;717;0;838;0;0;0;0;345;12;0;171;0;0;233;735;0;2052;4;1
600;2019-01-03;02:05:00;2497;0;9.8;71.0;0.0;9;0;0;0;464;0;418;0;839;0;0;0;0;352;10;0;171;0;0;234;437;0;2060;4;1
601;2019-01-03;02:10:00;2241;0;9.9;70.0;0.0;8;0;0;0;468;0;173;0;837;0;0;0;0;343;8;0;171;0;0;233;189;0;2052;4;1
602;2019-01-03;02:15:00;2244;0;9.8;70.0;0.0;5;0;0;0;466;0;174;0;837;0;0;0;0;349;10;0;172;0;0;231;189;0;2055;4;1
603;2019-01-03;02:20:00;2966;0;9.8;70.0;0.0;6;0;0;0;473;0;890;0;838;0;0;0;0;345;11;0;169;0;0;234;907;0;2059;4;1
604;2019-01-03;02:25:00;2255;0;9.7;70.0;0.0;8;0;0;0;476;0;171;0;835;0;0;0;0;352;9;0;170;0;0;234;188;0;2067;4;1
605;2019-01-03;02:30:00;2240;0;9.8;69.0;0.0;7;0;0;0;469;0;171;0;836;0;0;0;0;345;10;0;170;0;0;232;188;0;2052;4;1
606;2019-01-03;02:35:00;2266;0;9.9;69.0;0.0;7;0;0;0;466;0;170;0;858;0;0;0;0;353;11;0;169;0;0;232;188;0;2078;4;1
607;2019-01-03;02:40:00;2984;0;10.1;67.0;0.0;9;0;0;0;468;0;895;0;853;0;0;0;0;347;10;0;169;0;0;233;914;0;2070;4;1
608;2019-01-03;02:45:00;2257;0;10.3;66.0;0.0;9;0;0;0;464;0;172;0;851;0;0;0;0;347;12;0;170;0;0;232;193;0;2064;4;1
609;2019-01-03;02:50:00;2241;0;10.3;65.0;0.0;9;0;0;0;465;0;170;0;840;0;0;0;0;343;11;0;172;0;0;231;190;0;2051;4;1
610;2019-01-03;02:55:00;2973;0;10.3;65.0;0.0;7;0;0;0;464;0;902;0;838;0;0;0;0;350;10;0;171;0;0;231;919;0;2054;4;1
611;2019-01-03;03:00:00;2302;0;10.3;65.0;0.0;8;0;0;0;467;0;232;0;838;0;0;0;0;345;8;0;171;0;0;233;248;0;2054;4;1
612;2019-01-03;03:05:00;2260;0;10.1;65.0;0.0;7;0;0;0;463;0;170;0;854;0;0;0;0;351;10;0;170;0;0;235;187;0;2073;4;1
613;2019-01-03;03:10:00;2250;0;9.4;68.0;0.0;8;0;0;0;462;0;170;0;851;0;0;0;0;346;10;0;170;0;0;233;188;0;2062;4;1
614;2019-01-03;03:15:00;3034;0;9.1;70.0;0.0;6;0;0;0;467;0;951;0;849;0;0;0;0;350;10;0;170;0;0;231;967;0;2067;4;1
615;2019-01-03;03:20:00;2263;0;8.9;71.0;0.0;9;0;0;0;467;0;171;0;849;0;0;0;0;352;10;0;172;0;0;233;190;0;2073;4;1
616;2019-01-03;03:25:00;2264;0;8.8;71.0;0.0;7;0;0;0;466;0;170;0;851;0;0;0;0;352;10;0;173;0;0;235;187;0;2077;4;1
617;2019-01-03;03:30:00;2419;0;8.7;71.0;0.0;7;0;0;0;467;0;319;0;869;0;0;0;0;345;10;0;170;0;0;232;336;0;2083;4;1
618;2019-01-03;03:35:00;2925;0;8.8;70.0;0.0;7;0;0;0;466;0;800;0;885;0;0;0;0;352;10;0;174;0;0;231;817;0;2108;4;1
619;2019-01-03;03:40:00;2275;0;9.3;66.0;0.0;5;0;0;0;466;0;171;0;876;0;0;0;0;345;10;0;171;0;0;231;186;0;2089;4;1
620;2019-01-03;03:45:00;2264;0;9.9;62.0;0.0;8;0;0;0;465;0;171;0;853;0;0;0;0;351;10;0;172;0;0;234;189;0;2075;4;1
621;2019-01-03;03:50:00;2955;0;10.1;61.0;0.0;6;0;0;0;463;0;888;0;841;0;0;0;0;347;10;0;169;0;0;231;904;0;2051;4;1
622;2019-01-03;03:55:00;2253;0;10.1;60.0;0.0;5;0;0;0;464;0;170;0;850;0;0;0;0;352;11;0;170;0;0;231;186;0;2067;4;1
623;2019-01-03;04:00:00;2264;0;10.1;60.0;0.0;9;0;0;0;467;0;171;0;860;0;0;0;0;343;12;0;171;0;0;231;192;0;2072;4;1
624;2019-01-03;04:05:00;2266;0;10.0;60.0;0.0;5;0;0;0;471;0;174;0;853;0;0;0;0;352;10;0;170;0;0;231;189;0;2077;4;1
625;2019-01-03;04:10:00;3000;0;9.8;60.0;0.0;9;0;0;0;481;0;896;0;852;0;0;0;0;347;10;0;173;0;0;232;915;0;2085;4;1
626;2019-01-03;04:15:00;2292;0;9.9;59.0;0.0;6;0;0;0;507;0;172;0;842;0;0;0;0;351;11;0;172;0;0;231;189;0;2103;4;1
627;2019-01-03;04:20:00;2261;0;9.9;58.0;0.0;8;0;0;0;493;0;170;0;833;0;0;0;0;344;10;0;169;0;0;234;188;0;2073;4;1
628;2019-01-03;04:25:00;2965;0;9.9;57.0;0.0;10;0;0;0;463;0;887;0;836;0;0;0;0;354;11;0;172;0;0;232;908;0;2057;4;1
629;2019-01-03;04:30:00;2245;0;9.9;57.0;0.0;6;0;0;0;466;0;170;0;844;0;0;0;0;346;10;0;170;0;0;233;186;0;2059;4;1
630;2019-01-03;04:35:00;2280;0;9.8;57.0;0.0;9;0;0;0;481;0;172;0;853;0;0;0;0;351;11;0;172;0;0;231;192;0;2088;4;1
631;2019-01-03;04:40:00;2268;0;9.7;57.0;0.0;8;0;0;0;474;0;173;0;853;0;0;0;0;344;10;0;174;0;0;232;191;0;2077;4;1
632;2019-01-03;04:45:00;3005;0;9.6;57.0;0.0;8;0;0;0;482;0;893;0;853;0;0;0;0;354;10;0;173;0;0;232;911;0;2094;4;1
633;2019-01-03;04:50:00;2252;0;9.3;61.0;0.0;6;0;0;0;469;0;171;0;846;0;0;0;0;346;10;0;172;0;0;232;187;0;2065;4;1
634;2019-01-03;04:55:00;2257;0;8.6;66.0;0.0;8;0;0;0;469;0;175;0;840;0;0;0;0;352;11;0;172;0;0;230;194;0;2063;4;1
635;2019-01-03;05:00:00;2591;0;8.1;68.0;0.0;8;0;0;0;473;0;509;0;843;0;0;0;0;343;10;0;172;0;0;233;527;0;2064;4;1
636;2019-01-03;05:05:00;2566;0;7.9;70.0;0.0;7;0;0;0;463;0;481;0;853;0;0;0;0;350;10;0;169;0;0;233;498;0;2068;4;1
637;2019-01-03;05:10:00;2263;0;7.8;70.0;0.0;6;0;0;0;466;0;178;0;854;0;0;0;0;345;11;0;171;0;0;232;195;0;2068;4;1
638;2019-01-03;05:15:00;2259;0;7.7;70.0;0.0;9;0;0;0;464;0;177;0;846;0;0;0;0;351;11;0;172;0;0;229;197;0;2062;4;1
639;2019-01-03;05:20:00;2869;0;7.5;71.0;0.0;8;0;0;0;465;0;794;0;839;0;0;0;0;348;12;0;169;0;0;234;814;0;2055;4;1
640;2019-01-03;05:25:00;2256;0;7.4;72.0;0.0;9;0;0;0;466;0;177;0;836;0;0;0;0;353;11;0;170;0;0;234;197;0;2059;4;1
641;2019-01-03;05:30:00;2247;0;7.3;72.0;0.0;6;0;0;0;465;0;172;0;836;0;0;0;0;346;12;0;172;0;0;238;190;0;2057;4;1
642;2019-01-03;05:35:00;2250;0;7.1;72.0;0.0;8;0;0;0;463;0;175;0;837;0;0;0;0;351;11;0;173;0;0;232;194;0;2056;4;1
643;2019-01-03;05:40:00;2870;0;7.0;73.0;0.0;7;0;0;0;467;0;799;0;841;0;0;0;0;343;10;0;170;0;0;233;816;0;2054;4;1
644;2019-01-03;05:45:00;2261;0;6.9;73.0;0.0;8;0;0;0;466;0;176;0;841;0;0;0;0;355;11;0;171;0;0;233;195;0;2066;4;1
645;2019-01-03;05:50:00;2239;0;6.7;73.0;0.0;9;0;0;0;466;0;170;0;839;0;0;0;0;343;10;0;168;0;0;234;189;0;2050;4;1
646;2019-01-03;05:55:00;2253;0;6.4;73.0;0.0;8;0;0;0;466;0;172;0;844;0;0;0;0;352;12;0;170;0;0;229;192;0;2061;4;1
647;2019-01-03;06:00:00;2917;0;6.3;73.0;0.0;7;0;0;0;463;0;852;0;843;0;0;0;0;342;11;0;170;0;0;229;870;0;2047;4;2
648;2019-01-03;06:05:00;2249;0;6.2;73.0;0.0;7;0;0;0;463;0;170;0;854;0;0;0;0;349;11;0;168;0;0;227;188;0;2061;4;2
649;2019-01-03;06:10:00;2245;0;6.2;74.0;0.0;7;0;0;0;462;0;170;0;853;0;0;0;0;344;12;0;169;0;0;228;189;0;2056;4;2
650;2019-01-03;06:15:00;2254;0;6.4;74.0;0.0;7;0;0;0;464;0;170;0;847;0;0;0;0;353;12;0;172;0;0;229;189;0;2065;4;2
651;2019-01-03;06:20:00;2841;0;6.6;73.0;0.0;8;0;0;0;466;0;779;0;838;0;0;0;0;343;10;0;167;0;0;230;797;0;2044;4;2
652;2019-01-03;06:25:00;2246;0;6.7;73.0;0.0;8;0;0;0;462;0;170;0;840;0;0;0;0;352;12;0;169;0;0;233;190;0;2056;4;2
653;2019-01-03;06:30:00;2236;0;6.6;72.0;0.0;7;0;0;0;466;0;170;0;838;0;0;0;0;345;11;0;169;0;0;230;188;0;2048;4;2
654;2019-01-03;06:35:00;2238;0;6.5;73.0;0.0;5;0;0;0;466;0;170;0;839;0;0;0;0;351;11;0;167;0;0;229;186;0;2052;4;2
655;2019-01-03;06:40:00;2908;0;6.5;73.0;0.0;8;0;0;0;472;0;838;0;835;0;0;0;0;344;11;0;169;0;0;231;857;0;2051;4;2
656;2019-01-03;06:45:00;2247;0;6.6;72.0;0.0;7;0;0;0;469;0;170;0;845;0;0;0;0;348;11;0;167;0;0;230;188;0;2059;4;2
657;2019-01-03;06:50:00;2231;0;6.7;71.0;0.0;8;0;0;0;467;0;170;0;836;0;0;0;0;343;10;0;168;0;0;229;188;0;2043;4;2
658;2019-01-03;06:55:00;2245;0;6.8;69.0;0.0;7;0;0;0;470;0;170;0;839;0;0;0;0;352;12;0;167;0;0;228;189;0;2056;4;2
659;2019-01-03;07:00:00;2990;0;6.8;67.0;0.0;7;0;85;0;465;0;840;0;839;0;0;0;0;343;11;0;170;0;0;230;943;0;2047;4;2
660;2019-01-03;07:05:00;2245;0;7.2;66.0;0.0;8;0;0;0;466;0;170;0;839;0;0;0;0;351;11;0;170;0;0;230;189;0;2056;4;2
661;2019-01-03;07:10:00;2224;0;7.1;67.0;0.0;7;0;0;0;465;0;163;0;838;0;0;0;0;345;8;0;169;0;0;229;178;0;2046;4;2
662;2019-01-03;07:15:00;2235;0;6.9;68.0;0.0;6;0;0;0;465;0;168;0;837;0;0;0;0;351;11;0;169;0;0;228;185;0;2050;4;2
663;2019-01-03;07:20:00;2552;0;6.7;69.0;0.0;8;0;0;0;464;0;489;0;837;0;0;0;0;344;10;0;169;0;0;231;507;0;2045;4;2
664;2019-01-03;07:25:00;2597;0;6.7;70.0;0.0;8;0;0;0;465;0;519;0;843;0;0;0;0;352;10;0;169;0;0;231;537;0;2060;4;2
665;2019-01-03;07:30:00;2237;0;6.6;69.0;0.0;9;0;0;0;465;0;170;0;840;0;0;0;0;346;10;0;169;0;0;228;189;0;2048;4;2
666;2019-01-03;07:35:00;2236;0;6.6;70.0;0.0;8;0;0;0;466;0;170;0;837;0;0;0;0;351;9;0;169;0;0;226;187;0;2049;4;2
667;2019-01-03;07:40:00;2232;0;6.6;70.0;0.0;7;0;0;0;464;0;170;0;836;0;0;0;0;345;10;0;171;0;0;229;187;0;2045;4;2
668;2019-01-03;07:45:00;2917;0;6.6;69.0;0.0;8;0;0;0;469;0;833;0;844;0;0;0;0;353;11;0;169;0;0;230;852;0;2065;4;2
669;2019-01-03;07:50:00;2243;0;6.6;68.0;0.0;8;0;0;0;473;0;170;0;840;0;0;0;0;346;10;0;169;0;0;227;188;0;2055;4;2
670;2019-01-03;07:55:00;2256;0;6.6;68.0;0.0;8;0;0;0;484;0;170;0;842;0;0;0;0;350;8;0;170;0;0;224;186;0;2070;4;2
671;2019-01-03;08:00:00;2251;0;6.5;68.0;1.0;7;0;0;0;479;0;170;0;844;0;0;0;0;345;10;0;169;0;0;227;187;0;2064;4;2
672;2019-01-03;08:05:00;2932;0;6.6;68.0;5.0;9;0;0;0;470;0;833;0;863;0;0;0;1;352;10;0;168;0;0;226;852;1;2079;4;2
673;2019-01-03;08:10:00;2329;0;6.6;68.0;8.0;7;0;0;67;471;0;170;0;854;0;0;0;10;345;10;0;169;0;0;226;187;77;2065;4;2
674;2019-01-03;08:15:00;2255;0;6.7;68.0;10.0;9;0;0;0;464;0;170;0;855;0;0;0;0;352;10;0;171;0;0;224;189;0;2066;4;2
675;2019-01-03;08:20:00;3071;0;6.8;67.0;12.0;7;0;0;0;466;0;1008;0;840;0;0;0;0;344;9;0;169;0;0;228;1024;0;2047;4;2
676;2019-01-03;08:25:00;3784;0;6.8;67.0;15.0;8;0;0;0;465;0;1712;0;841;0;0;0;0;351;8;0;172;0;0;227;1728;0;2056;4;2
677;2019-01-03;08:30:00;3126;0;6.9;65.0;20.0;9;0;0;0;464;0;1066;0;842;0;0;0;0;345;6;0;170;0;0;224;1081;0;2045;4;2
678;2019-01-03;08:35:00;3123;0;7.4;61.0;27.0;8;0;0;0;463;0;1038;0;859;0;0;0;0;350;7;0;172;0;0;226;1053;0;2070;4;2
679;2019-01-03;08:40:00;3112;0;8.1;58.0;36.0;8;0;0;0;463;0;1041;0;855;0;0;0;0;342;8;0;171;0;0;224;1057;0;2055;4;2
680;2019-01-03;08:45:00;3439;0;8.7;54.0;47.0;8;0;0;0;463;0;1353;0;861;0;0;0;0;351;8;0;171;0;0;224;1369;0;2070;4;2
681;2019-01-03;08:50:00;3552;0;9.1;51.0;57.0;8;0;0;0;466;0;1465;0;851;0;0;0;0;346;6;17;170;0;0;223;1479;17;2056;4;2
682;2019-01-03;08:55:00;3140;0;9.4;50.0;71.0;8;0;0;0;466;0;1058;0;852;0;0;0;0;351;10;0;172;0;0;223;1076;0;2064;4;2
683;2019-01-03;09:00:00;3119;0;9.6;49.0;79.0;8;0;0;0;466;0;1061;0;842;0;0;0;0;343;8;0;168;0;0;223;1077;0;2042;4;2
684;2019-01-03;09:05:00;3145;0;9.9;47.0;98.0;8;0;0;0;467;0;1055;0;856;0;0;0;0;351;11;0;171;0;0;226;1074;0;2071;4;2
685;2019-01-03;09:10:00;3814;0;10.1;47.0;115.0;8;0;0;0;467;0;1740;0;852;0;0;0;0;344;9;0;170;0;0;224;1757;0;2057;4;2
686;2019-01-03;09:15:00;3113;0;10.3;45.0;124.0;7;0;0;0;469;0;1045;0;839;0;0;0;0;351;10;0;170;0;0;222;1062;0;2051;4;2
687;2019-01-03;09:20:00;3104;0;10.5;44.0;142.0;8;0;0;0;464;0;1049;0;833;0;0;0;0;344;10;0;170;0;0;226;1067;0;2037;4;2
688;2019-01-03;09:25:00;3120;0;10.7;45.0;152.0;8;0;0;0;465;0;1059;0;835;0;0;0;0;349;8;0;171;0;0;225;1075;0;2045;4;2
689;2019-01-03;09:30:00;3933;0;10.8;44.0;166.0;8;0;0;0;464;0;1874;0;841;0;0;0;0;344;7;0;171;0;0;224;1889;0;2044;4;2
690;2019-01-03;09:35:00;3135;0;10.8;44.0;179.0;9;0;0;0;465;0;1054;0;854;0;0;0;0;352;7;0;169;0;0;225;1070;0;2065;4;2
691;2019-01-03;09:40:00;3138;0;11.0;45.0;195.0;9;0;0;0;463;0;1061;0;855;0;0;0;0;343;10;0;170;0;0;227;1080;0;2058;4;2
692;2019-01-03;09:45:00;3469;0;11.3;43.0;196.0;9;0;0;0;465;0;1397;0;845;0;0;0;0;348;8;0;170;0;0;227;1414;0;2055;4;2
693;2019-01-03;09:50:00;3634;0;11.4;43.0;201.0;10;0;0;0;464;0;1568;0;844;0;0;0;0;343;8;0;172;0;0;225;1586;0;2048;4;2
694;2019-01-03;09:55:00;3136;0;11.6;42.0;222.0;6;0;0;0;467;0;1052;0;854;0;0;0;0;350;8;0;171;0;0;228;1066;0;2070;4;2
695;2019-01-03;10:00:00;3131;0;11.7;43.0;232.0;8;0;0;0;463;0;1051;0;857;0;0;0;0;344;9;0;171;0;0;228;1068;0;2063;4;2
696;2019-01-03;10:05:00;3933;0;11.9;40.0;251.0;6;0;0;0;466;0;1849;0;854;0;0;0;0;352;7;0;172;0;0;227;1862;0;2071;4;2
697;2019-01-03;10:10:00;3138;0;12.1;40.0;259.0;6;0;0;0;463;0;1066;0;853;0;0;0;0;344;7;0;174;0;0;225;1079;0;2059;4;2
698;2019-01-03;10:15:00;3142;0;12.2;42.0;271.0;8;0;0;0;467;0;1064;0;847;0;0;0;0;351;6;0;172;0;0;227;1078;0;2064;4;2
699;2019-01-03;10:20:00;3417;0;12.3;41.0;285.0;9;0;0;0;464;0;1140;0;863;0;0;0;0;345;8;187;172;0;0;229;1157;187;2073;4;2
700;2019-01-03;10:25:00;4175;0;12.4;41.0;298.0;8;0;0;0;466;0;1732;0;887;0;0;0;0;350;11;315;172;0;0;234;1751;315;2109;4;2
701;2019-01-03;10:30:00;3523;0;12.6;41.0;311.0;9;0;0;0;463;0;1078;0;898;0;0;0;0;344;11;315;172;0;0;233;1098;315;2110;4;2
702;2019-01-03;10:35:00;3527;0;12.8;41.0;318.0;8;0;0;0;464;0;1076;0;901;0;0;0;0;351;10;315;172;0;0;230;1094;315;2118;4;2
703;2019-01-03;10:40:00;4291;0;12.7;41.0;322.0;8;0;0;0;463;0;1809;0;938;0;0;0;0;343;12;315;173;0;0;230;1829;315;2147;4;2
704;2019-01-03;10:45:00;3730;0;12.4;43.0;333.0;9;0;0;0;464;0;1092;0;1092;0;0;0;0;345;12;315;172;0;0;229;1113;315;2302;4;2
705;2019-01-03;10:50:00;3717;0;12.3;44.0;339.0;9;0;0;0;464;0;1100;0;1071;0;0;0;0;343;12;315;174;0;0;229;1121;315;2281;4;2
706;2019-01-03;10:55:00;4523;0;12.4;45.0;347.0;8;0;0;0;464;0;1908;0;1062;0;0;0;0;353;12;315;172;0;0;229;1928;315;2280;4;2
707;2019-01-03;11:00:00;3711;0;12.6;44.0;350.0;8;0;0;0;467;0;1105;0;1060;0;0;0;0;343;11;315;172;0;0;230;1124;315;2272;4;2
708;2019-01-03;11:05:00;3733;0;12.6;45.0;352.0;7;0;0;0;468;0;1103;0;1074;0;0;0;0;350;11;315;173;0;0;232;1121;315;2297;4;2
709;2019-01-03;11:10:00;3615;0;12.4;45.0;365.0;8;0;0;0;466;0;1000;0;1072;0;0;0;0;342;11;315;174;0;0;227;1019;315;2281;4;2
710;2019-01-03;11:15:00;3329;0;12.6;44.0;367.0;8;0;0;0;467;0;725;0;1050;0;0;0;0;352;12;315;172;0;0;228;745;315;2269;4;2
711;2019-01-03;11:20:00;3529;0;12.8;44.0;375.0;5;0;0;0;464;0;944;0;1038;0;0;0;0;344;11;315;176;0;0;232;960;315;2254;4;2
712;2019-01-03;11:25:00;3301;0;13.1;44.0;378.0;9;0;0;83;495;0;595;3;1034;0;0;0;0;350;11;315;175;0;0;231;615;401;2285;4;2
713;2019-01-03;11:30:00;3456;0;13.2;44.0;388.0;7;0;0;219;546;0;640;0;974;0;0;0;0;345;12;315;172;0;0;226;659;534;2263;4;2
714;2019-01-03;11:35:00;3013;0;13.3;44.0;400.0;8;0;0;220;540;0;180;0;989;0;0;0;0;352;12;315;171;0;0;226;200;535;2278;4;2
715;2019-01-03;11:40:00;3502;0;13.1;45.0;405.0;7;0;0;220;535;0;617;0;1050;0;0;0;0;344;11;315;173;0;0;230;635;535;2332;4;2
716;2019-01-03;11:45:00;3815;0;13.1;45.0;410.0;8;0;0;219;528;0;950;0;1030;0;0;0;0;350;12;315;174;0;0;229;970;534;2311;4;2
717;2019-01-03;11:50:00;3376;0;13.2;46.0;413.0;8;0;0;220;539;0;488;0;1049;0;0;0;0;343;11;315;173;0;0;230;507;535;2334;4;2
718;2019-01-03;11:55:00;4540;0;13.4;45.0;417.0;9;0;0;219;531;0;1671;0;1032;0;0;0;0;350;11;315;174;-1;0;229;1690;534;2316;4;2
719;2019-01-03;12:00:00;3343;0;13.4;45.0;419.0;9;0;0;220;538;0;476;0;1027;0;0;0;0;343;10;315;174;0;0;231;495;535;2313;4;3
720;2019-01-03;12:05:00;3643;0;13.8;44.0;420.0;8;0;0;220;531;0;771;0;1029;0;0;0;0;352;11;315;175;0;0;231;790;535;2318;4;3
721;2019-01-03;12:10:00;3971;0;13.7;45.0;424.0;8;0;0;220;532;0;1114;0;1027;0;0;0;0;344;11;315;173;0;0;227;1133;535;2303;4;3
722;2019-01-03;12:15:00;3582;0;14.0;45.0;426.0;8;0;0;219;535;0;737;0;1006;0;0;0;0;352;11;315;172;0;0;227;756;534;2292;4;3
723;2019-01-03;12:20:00;3080;0;14.2;43.0;427.0;9;0;0;218;528;0;304;0;950;0;0;0;0;345;11;315;172;0;0;228;324;533;2223;4;3
724;2019-01-03;12:25:00;4467;0;14.4;43.0;429.0;10;0;0;219;530;0;1660;0;970;0;0;0;0;353;10;315;171;0;0;229;1680;534;2253;4;3
725;2019-01-03;12:30:00;2788;0;14.7;41.0;431.0;8;0;0;66;492;0;174;0;982;0;0;0;0;344;10;315;171;0;0;226;192;381;2215;4;3
726;2019-01-03;12:35:00;2929;0;14.7;41.0;432.0;9;0;0;0;466;0;407;0;969;0;0;0;0;351;10;315;173;0;0;229;426;315;2188;4;3
727;2019-01-03;12:40:00;3245;0;14.7;40.0;433.0;9;0;0;0;467;0;753;0;947;0;0;0;0;342;8;315;173;0;0;231;770;315;2160;4;3
728;2019-01-03;12:45:00;2665;0;15.0;41.0;434.0;8;0;0;0;464;0;172;0;944;0;0;0;0;350;10;315;173;0;0;229;190;315;2160;4;3
729;2019-01-03;12:50:00;3529;0;15.1;41.0;436.0;8;0;0;0;463;0;1051;0;939;0;0;0;0;344;12;315;172;0;0;225;1071;315;2143;4;3
730;2019-01-03;12:55:00;2860;0;15.2;37.0;437.0;9;0;0;0;465;0;675;0;938;0;0;0;0;350;9;18;170;0;0;226;693;18;2149;4;3
731;2019-01-03;13:00:00;3093;0;15.3;34.0;435.0;8;0;0;0;463;0;916;0;958;0;0;0;0;345;7;0;169;0;0;227;931;0;2162;4;3
732;2019-01-03;13:05:00;3338;0;15.4;34.0;432.0;8;0;0;0;464;0;1152;0;958;0;0;0;0;352;7;0;170;0;0;227;1167;0;2171;4;3
733;2019-01-03;13:10:00;2497;0;15.6;33.0;431.0;8;0;0;0;471;0;405;0;869;0;0;0;0;344;7;0;166;0;0;227;420;0;2077;4;3
734;2019-01-03;13:15:00;3233;0;15.7;33.0;431.0;8;0;0;0;468;0;1141;0;861;0;0;0;0;351;6;0;169;0;0;229;1155;0;2078;4;3
735;2019-01-03;13:20:00;3013;0;15.7;32.0;428.0;8;0;0;0;472;0;932;0;851;0;0;0;0;343;7;0;169;0;0;231;947;0;2066;4;3
736;2019-01-03;13:25:00;3819;0;15.5;32.0;425.0;189;0;182;117;511;0;1126;0;936;0;0;0;0;353;6;0;169;0;0;230;1503;117;2199;4;3
737;2019-01-03;13:30:00;4415;0;15.4;33.0;421.0;849;0;858;219;535;0;186;0;1015;0;0;0;0;346;10;0;170;0;0;227;1903;219;2293;4;3
738;2019-01-03;13:35:00;4382;0;15.6;33.0;419.0;820;0;840;219;540;0;185;0;1021;0;0;0;0;353;7;0;172;-1;0;226;1851;219;2312;4;3
739;2019-01-03;13:40:00;5305;0;15.5;32.0;415.0;824;0;825;219;542;0;1137;0;1004;0;0;0;0;344;10;0;171;0;0;229;2796;219;2290;4;3
740;2019-01-03;13:45:00;4088;0;15.7;33.0;411.0;687;0;687;219;537;0;182;0;1019;0;0;0;0;349;10;0;170;0;0;228;1566;219;2303;4;3
741;2019-01-03;13:50:00;4922;0;15.9;32.0;409.0;654;0;654;219;537;0;1092;0;1015;0;0;0;0;345;6;0;171;0;0;229;2406;219;2297;4;3
742;2019-01-03;13:55:00;4261;0;15.8;32.0;396.0;384;0;381;219;535;0;968;0;1014;0;0;0;0;351;8;0;172;0;0;229;1741;219;2301;4;3
743;2019-01-03;14:00:00;3660;0;15.6;33.0;392.0;10;0;10;220;538;0;1082;0;1045;0;0;0;0;346;7;0;170;0;0;232;1109;220;2331;4;3
744;2019-01-03;14:05:00;3043;0;15.7;33.0;385.0;10;0;10;219;533;0;179;0;1058;0;0;0;0;351;5;0;168;209;72;229;413;291;2339;4;3
745;2019-01-03;14:10:00;6150;0;15.6;34.0;378.0;577;0;536;218;531;0;1220;0;1040;0;0;0;0;345;7;0;171;1022;215;268;3362;433;2355;4;3
746;2019-01-03;14:15:00;5971;0;15.6;33.0;373.0;501;0;535;219;538;0;818;0;1054;0;0;0;0;353;7;8;170;1266;227;275;3127;454;2390;4;3
747;2019-01-03;14:20:00;3407;0;15.5;35.0;373.0;10;0;10;218;540;0;254;0;1040;0;0;0;0;345;11;309;172;0;224;274;285;751;2371;4;3
748;2019-01-03;14:25:00;4325;0;15.4;34.0;360.0;10;0;10;219;550;0;1142;0;1044;0;0;0;0;353;10;315;171;0;222;279;1172;756;2397;4;3
749;2019-01-03;14:30:00;3318;0;15.6;34.0;352.0;10;0;10;220;535;0;170;0;1040;0;0;0;0;345;10;315;172;0;221;270;200;756;2362;4;3
750;2019-01-03;14:35:00;4299;0;15.5;35.0;346.0;10;0;10;219;542;0;1141;0;1041;0;0;0;0;357;11;315;172;0;222;259;1172;756;2371;4;3
751;2019-01-03;14:40:00;3321;0;15.5;34.0;336.0;15;0;14;220;534;0;169;0;1039;0;0;0;0;344;11;315;175;0;222;263;209;757;2355;4;3
752;2019-01-03;14:45:00;5405;0;15.6;33.0;326.0;622;0;626;219;536;0;1052;0;1036;0;0;0;0;352;11;315;171;0;220;245;2311;754;2340;4;3
753;2019-01-03;14:50:00;3776;0;15.5;34.0;319.0;276;0;254;218;534;0;166;0;1024;0;0;0;0;346;12;315;172;0;220;239;708;753;2315;4;3
754;2019-01-03;14:55:00;4155;0;15.4;35.0;307.0;10;0;10;219;535;0;1059;0;1012;0;0;0;0;354;11;315;172;0;219;239;1090;753;2312;4;3
755;2019-01-03;15:00:00;4057;0;15.6;34.0;298.0;10;0;10;218;535;0;959;0;1024;0;0;0;0;345;12;315;171;0;219;239;991;752;2314;4;3
756;2019-01-03;15:05:00;4210;0;15.6;35.0;287.0;10;0;9;219;530;0;1131;0;1007;0;0;0;0;351;11;315;171;0;219;237;1161;753;2296;4;3
